Island,Depth_ft,Taxon,Bleached,SST_average_x,SST_average_y,SST_average
Oahu,71,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,86,MPAT,10,2.525766534,2.525766534,2.525766534
Oahu,88,MCAP,30,2.525766534,2.525766534,2.525766534
Oahu,52,PMEA,50,2.525766534,2.525766534,2.525766534
Oahu,34,PVAR,0,2.525766534,2.525766534,2.525766534
Oahu,29,PLOB,5,2.525766534,2.525766534,2.525766534
Oahu,51,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,18,MPAT,65,2.525766534,2.525766534,2.525766534
Oahu,14,PCOM,10,2.525766534,2.525766534,2.525766534
Oahu,19,MCAP,95,2.525766534,2.525766534,2.525766534
Oahu,9,PLOB,100,2.525766534,2.525766534,2.525766534
Oahu,89,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,75,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,64,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,67,PLOB,50,2.525766534,2.525766534,2.525766534
Oahu,36,PLOB,20,2.525766534,2.525766534,2.525766534
Oahu,22,MPAT,0,2.525766534,2.525766534,2.525766534
Oahu,35,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,41,MPAT,0,2.525766534,2.525766534,2.525766534
Oahu,32,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,44,PLUT,20,2.525766534,2.525766534,2.525766534
Oahu,26,PMEA,5,2.525766534,2.525766534,2.525766534
Oahu,16,PMEA,10,2.525766534,2.525766534,2.525766534
Oahu,15,MFLA,85,2.525766534,2.525766534,2.525766534
Oahu,8,MFLA,90,2.525766534,2.525766534,2.525766534
Oahu,14,MCAP,50,2.525766534,2.525766534,2.525766534
Oahu,98,MCAP,80,2.525766534,2.525766534,2.525766534
Oahu,84,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,88,PLOB,100,2.525766534,2.525766534,2.525766534
Oahu,64,MCAP,80,2.525766534,2.525766534,2.525766534
Oahu,61,PMEA,50,2.525766534,2.525766534,2.525766534
Oahu,21,PLOB,50,2.525766534,2.525766534,2.525766534
Oahu,32,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,22,PLIC,75,2.525766534,2.525766534,2.525766534
Oahu,23,PMEA,90,2.525766534,2.525766534,2.525766534
Oahu,33,PLOB,70,2.525766534,2.525766534,2.525766534
Oahu,30,PLIC,50,2.525766534,2.525766534,2.525766534
Oahu,15,PMEA,40,2.525766534,2.525766534,2.525766534
Oahu,36,PMEA,25,2.525766534,2.525766534,2.525766534
Oahu,11,PLIC,95,2.525766534,2.525766534,2.525766534
Oahu,16,PLIC,80,2.525766534,2.525766534,2.525766534
Oahu,15,PLIC,80,2.525766534,2.525766534,2.525766534
Oahu,13,PDUE,100,2.525766534,2.525766534,2.525766534
Oahu,6,PDUE,80,2.525766534,2.525766534,2.525766534
Oahu,29,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,12,PLOB,5,2.525766534,2.525766534,2.525766534
Oahu,60,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,75,PMEA,5,2.525766534,2.525766534,2.525766534
Oahu,65,PMEA,5,2.525766534,2.525766534,2.525766534
Oahu,14,PLOB,10,2.525766534,2.525766534,2.525766534
Oahu,28,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,50,PLOB,5,2.525766534,2.525766534,2.525766534
Oahu,25,PLOB,10,2.525766534,2.525766534,2.525766534
Oahu,49,PLOB,5,2.525766534,2.525766534,2.525766534
Oahu,18,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,13,PLUT,0,2.525766534,2.525766534,2.525766534
Oahu,36,PLUT,10,2.525766534,2.525766534,2.525766534
Oahu,30,PLUT,30,2.525766534,2.525766534,2.525766534
Oahu,29,PMEA,60,2.525766534,2.525766534,2.525766534
Maui,11,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,7,PCOM,5,2.600486142,2.600486142,2.600486142
Maui,7,PCOM,25,2.600486142,2.600486142,2.600486142
Maui,6,PCOM,50,2.600486142,2.600486142,2.600486142
Maui,11,MCAP,70,2.600486142,2.600486142,2.600486142
Hawaii,20,PLUT,0,2.631593099,2.631593099,2.631593099
Hawaii,27,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,19,PCOM,50,2.631593099,2.631593099,2.631593099
Hawaii,22,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,28,PLOB,5,2.631593099,2.631593099,2.631593099
Hawaii,40,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,20,PDUE,80,2.631593099,2.631593099,2.631593099
Hawaii,40,PLOB,2,2.631593099,2.631593099,2.631593099
Hawaii,19,PCOM,5,2.631593099,2.631593099,2.631593099
Hawaii,38,PCOM,2,2.631593099,2.631593099,2.631593099
Hawaii,18,PCOM,1,2.631593099,2.631593099,2.631593099
Hawaii,40,PCOM,50,2.631593099,2.631593099,2.631593099
Hawaii,37,PLOB,0,2.631593099,2.631593099,2.631593099
Hawaii,14,PLOB,0,2.631593099,2.631593099,2.631593099
Hawaii,38,PMON,0,2.631593099,2.631593099,2.631593099
Hawaii,9,PLUT,0,2.631593099,2.631593099,2.631593099
Hawaii,40,PCOM,5,2.631593099,2.631593099,2.631593099
Hawaii,45,PLOB,0,2.631593099,2.631593099,2.631593099
Hawaii,35,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,39,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,20,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,39,PCOM,0,2.631593099,2.631593099,2.631593099
Hawaii,16,PCOM,0,2.631593099,2.631593099,2.631593099
Hawaii,15,MCAP,100,2.631593099,2.631593099,2.631593099
Hawaii,41,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,24,PCOM,1,2.631593099,2.631593099,2.631593099
Hawaii,40,MCAP,80,2.631593099,2.631593099,2.631593099
Hawaii,36,PLOB,0,2.631593099,2.631593099,2.631593099
Hawaii,20,MCAP,80,2.631593099,2.631593099,2.631593099
Hawaii,14,MCAP,4,2.631593099,2.631593099,2.631593099
Hawaii,37,MCAP,80,2.631593099,2.631593099,2.631593099
Hawaii,40,PLUT,99,2.631593099,2.631593099,2.631593099
Hawaii,42,PLUT,20,2.631593099,2.631593099,2.631593099
Hawaii,35,MCAP,10,2.631593099,2.631593099,2.631593099
Hawaii,42,PMEA,60,2.631593099,2.631593099,2.631593099
Hawaii,16,PLOB,2,2.631593099,2.631593099,2.631593099
Hawaii,45,MCAP,75,2.631593099,2.631593099,2.631593099
Hawaii,42,MPAT,10,2.631593099,2.631593099,2.631593099
Hawaii,42,MCAP,50,2.631593099,2.631593099,2.631593099
Hawaii,8,MPAT,50,2.631593099,2.631593099,2.631593099
Hawaii,20,MCAP,95,2.631593099,2.631593099,2.631593099
Hawaii,11,MPAT,50,2.631593099,2.631593099,2.631593099
Hawaii,10,MPAT,50,2.631593099,2.631593099,2.631593099
Hawaii,15,PVAR,50,2.631593099,2.631593099,2.631593099
Hawaii,10,MINC,50,2.631593099,2.631593099,2.631593099
Hawaii,20,PMEA,100,2.631593099,2.631593099,2.631593099
Hawaii,13,MCAP,50,2.631593099,2.631593099,2.631593099
Hawaii,5,PMEA,100,2.631593099,2.631593099,2.631593099
Lanai,16,PMEA,90,2.685823911,2.685823911,2.685823911
Lanai,67,MCAP,75,2.685823911,2.685823911,2.685823911
Lanai,61,PLOB,0,2.685823911,2.685823911,2.685823911
Lanai,38,PMEA,80,2.685823911,2.685823911,2.685823911
Lanai,28,PCOM,0,2.685823911,2.685823911,2.685823911
Lanai,38,MPAT,10,2.685823911,2.685823911,2.685823911
Lanai,47,MPAT,20,2.685823911,2.685823911,2.685823911
Lanai,46,PCOM,0,2.685823911,2.685823911,2.685823911
Lanai,15,PLOB,5,2.685823911,2.685823911,2.685823911
Lanai,4,PLOB,5,2.685823911,2.685823911,2.685823911
Lanai,21,PLOB,0,2.685823911,2.685823911,2.685823911
Lanai,35,MCAP,5,2.685823911,2.685823911,2.685823911
Lanai,15,MPAT,50,2.685823911,2.685823911,2.685823911
Lanai,15,MPAT,10,2.685823911,2.685823911,2.685823911
Lanai,32,MPAT,50,2.685823911,2.685823911,2.685823911
Lanai,50,PMEA,100,2.685823911,2.685823911,2.685823911
Maui,52,PLOB,5,2.600486142,2.600486142,2.600486142
Maui,57,PCOM,10,2.600486142,2.600486142,2.600486142
Maui,39,PGRA,0,2.600486142,2.600486142,2.600486142
Maui,43,PLOB,15,2.600486142,2.600486142,2.600486142
Maui,53,PLOB,10,2.600486142,2.600486142,2.600486142
Maui,27,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,18,MCAP,70,2.600486142,2.600486142,2.600486142
Maui,16,MCAP,90,2.600486142,2.600486142,2.600486142
Maui,13,PCOM,0,2.600486142,2.600486142,2.600486142
Maui,64,PLOB,50,2.600486142,2.600486142,2.600486142
Maui,21,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,23,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,32,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,32,PGRA,100,2.600486142,2.600486142,2.600486142
Maui,13,MCAP,20,2.600486142,2.600486142,2.600486142
Maui,8,MPAT,10,2.600486142,2.600486142,2.600486142
Maui,12,PGRA,1,2.600486142,2.600486142,2.600486142
Maui,15,MPAT,50,2.600486142,2.600486142,2.600486142
Maui,12,PMEA,95,2.600486142,2.600486142,2.600486142
Maui,9,PDUE,99,2.600486142,2.600486142,2.600486142
Maui,9,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,9,MPAT,0,2.600486142,2.600486142,2.600486142
Maui,16,PCOM,0,2.600486142,2.600486142,2.600486142
Maui,8,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,7,MFLA,50,2.600486142,2.600486142,2.600486142
Maui,14,MPAT,50,2.600486142,2.600486142,2.600486142
Maui,10,MPAT,30,2.600486142,2.600486142,2.600486142
Maui,11,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,11,MPAT,80,2.600486142,2.600486142,2.600486142
Maui,11,PLOB,0,2.600486142,2.600486142,2.600486142
Maui,11,PMEA,10,2.600486142,2.600486142,2.600486142
Maui,7,MPAT,10,2.600486142,2.600486142,2.600486142
Maui,15,PODU,100,2.600486142,2.600486142,2.600486142
Maui,10,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,18,MCAP,80,2.600486142,2.600486142,2.600486142
Maui,36,MCAP,80,2.600486142,2.600486142,2.600486142
Maui,45,PLOB,10,2.600486142,2.600486142,2.600486142
Maui,61,PCOM,10,2.600486142,2.600486142,2.600486142
Maui,28,PCOM,10,2.600486142,2.600486142,2.600486142
Maui,44,PMEA,100,2.600486142,2.600486142,2.600486142
Maui,38,MCAP,90,2.600486142,2.600486142,2.600486142
Maui,36,MCAP,90,2.600486142,2.600486142,2.600486142
Maui,33,MPAT,5,2.600486142,2.600486142,2.600486142
Maui,28,MCAP,100,2.600486142,2.600486142,2.600486142
Maui,48,PLUT,100,2.600486142,2.600486142,2.600486142
Maui,10,MCAP,90,2.600486142,2.600486142,2.600486142
Maui,33,MPAT,20,2.600486142,2.600486142,2.600486142
Maui,33,PCOM,15,2.600486142,2.600486142,2.600486142
Maui,33,PCOM,5,2.600486142,2.600486142,2.600486142
Oahu,45,MPAT,10,2.525766534,2.525766534,2.525766534
Oahu,40,MPAT,50,2.525766534,2.525766534,2.525766534
Oahu,88,PMEA,50,2.525766534,2.525766534,2.525766534
Oahu,71,PLOB,20,2.525766534,2.525766534,2.525766534
Oahu,86,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,88,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,52,PCOM,20,2.525766534,2.525766534,2.525766534
Oahu,34,PDUE,30,2.525766534,2.525766534,2.525766534
Oahu,29,MPAT,80,2.525766534,2.525766534,2.525766534
Oahu,51,MPAT,10,2.525766534,2.525766534,2.525766534
Oahu,18,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,14,PLOB,100,2.525766534,2.525766534,2.525766534
Oahu,19,PLOB,95,2.525766534,2.525766534,2.525766534
Oahu,9,PMEA,100,2.525766534,2.525766534,2.525766534
Oahu,89,MPAT,0,2.525766534,2.525766534,2.525766534
Oahu,75,MCAP,50,2.525766534,2.525766534,2.525766534
Oahu,64,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,67,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,36,PMEA,10,2.525766534,2.525766534,2.525766534
Oahu,22,MCAP,50,2.525766534,2.525766534,2.525766534
Oahu,35,MCAP,40,2.525766534,2.525766534,2.525766534
Oahu,41,MCAP,50,2.525766534,2.525766534,2.525766534
Oahu,32,MFLA,50,2.525766534,2.525766534,2.525766534
Oahu,44,PMEA,0,2.525766534,2.525766534,2.525766534
Oahu,26,MFLA,75,2.525766534,2.525766534,2.525766534
Oahu,16,MPAT,25,2.525766534,2.525766534,2.525766534
Oahu,15,PMEA,10,2.525766534,2.525766534,2.525766534
Oahu,8,PMEA,5,2.525766534,2.525766534,2.525766534
Oahu,14,MPAT,10,2.525766534,2.525766534,2.525766534
Oahu,84,PLUT,60,2.525766534,2.525766534,2.525766534
Oahu,61,PLUT,80,2.525766534,2.525766534,2.525766534
Oahu,21,PMEA,35,2.525766534,2.525766534,2.525766534
Oahu,32,POSP,50,2.525766534,2.525766534,2.525766534
Oahu,22,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,23,MFLA,100,2.525766534,2.525766534,2.525766534
Oahu,33,PLIC,60,2.525766534,2.525766534,2.525766534
Oahu,30,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,15,PDUE,70,2.525766534,2.525766534,2.525766534
Oahu,36,MCAP,100,2.525766534,2.525766534,2.525766534
Oahu,11,PDUE,90,2.525766534,2.525766534,2.525766534
Oahu,16,PMEA,90,2.525766534,2.525766534,2.525766534
Oahu,15,MFLA,100,2.525766534,2.525766534,2.525766534
Oahu,13,MPAT,10,2.525766534,2.525766534,2.525766534
Oahu,6,PLIC,80,2.525766534,2.525766534,2.525766534
Oahu,29,PLUT,10,2.525766534,2.525766534,2.525766534
Oahu,12,MPAT,5,2.525766534,2.525766534,2.525766534
Oahu,75,MCAP,75,2.525766534,2.525766534,2.525766534
Oahu,65,MFLA,80,2.525766534,2.525766534,2.525766534
Oahu,14,PLUT,0,2.525766534,2.525766534,2.525766534
Oahu,28,PLOB,0,2.525766534,2.525766534,2.525766534
Oahu,25,MCAP,80,2.525766534,2.525766534,2.525766534
Oahu,13,PLIC,5,2.525766534,2.525766534,2.525766534
Oahu,36,PLOB,10,2.525766534,2.525766534,2.525766534
Oahu,30,PLOB,20,2.525766534,2.525766534,2.525766534
Oahu,29,PLOB,5,2.525766534,2.525766534,2.525766534
Maui,11,MCAP,50,2.600486142,2.600486142,2.600486142
Maui,7,MCAP,75,2.600486142,2.600486142,2.600486142
Maui,7,MCAP,10,2.600486142,2.600486142,2.600486142
Maui,6,MCAP,80,2.600486142,2.600486142,2.600486142
Maui,11,MPAT,10,2.600486142,2.600486142,2.600486142
Hawaii,20,MCAP,50,2.631593099,2.631593099,2.631593099
Hawaii,27,PVAR,10,2.631593099,2.631593099,2.631593099
Hawaii,19,PVAR,20,2.631593099,2.631593099,2.631593099
Hawaii,22,MCAP,20,2.631593099,2.631593099,2.631593099
Hawaii,28,MCAP,25,2.631593099,2.631593099,2.631593099
Hawaii,40,PLUT,90,2.631593099,2.631593099,2.631593099
Hawaii,20,PCOM,3,2.631593099,2.631593099,2.631593099
Hawaii,40,MCAP,50,2.631593099,2.631593099,2.631593099
Hawaii,19,MPAT,15,2.631593099,2.631593099,2.631593099
Hawaii,38,MCAP,80,2.631593099,2.631593099,2.631593099
Hawaii,18,MCAP,30,2.631593099,2.631593099,2.631593099
Hawaii,40,MCAP,60,2.631593099,2.631593099,2.631593099
Hawaii,14,PLUT,0,2.631593099,2.631593099,2.631593099
Hawaii,38,PLOB,0,2.631593099,2.631593099,2.631593099
Hawaii,9,PCOM,0,2.631593099,2.631593099,2.631593099
Hawaii,40,MCAP,80,2.631593099,2.631593099,2.631593099
Hawaii,45,PRUS,0,2.631593099,2.631593099,2.631593099
Hawaii,35,MCAP,90,2.631593099,2.631593099,2.631593099
Hawaii,20,PMEA,90,2.631593099,2.631593099,2.631593099
Hawaii,39,PLUT,0,2.631593099,2.631593099,2.631593099
Hawaii,40,PCOM,10,2.631593099,2.631593099,2.631593099
Hawaii,14,MPAT,4,2.631593099,2.631593099,2.631593099
Hawaii,37,PCOM,30,2.631593099,2.631593099,2.631593099
Hawaii,15,PNIE,0,2.631593099,2.631593099,2.631593099
Hawaii,20,MCAP,100,2.631593099,2.631593099,2.631593099
Hawaii,13,MPAT,0,2.631593099,2.631593099,2.631593099
Lanai,16,MCAP,50,2.685823911,2.685823911,2.685823911
Lanai,67,MPAT,0,2.685823911,2.685823911,2.685823911
Lanai,61,PMEA,50,2.685823911,2.685823911,2.685823911
Lanai,38,MCAP,50,2.685823911,2.685823911,2.685823911
Lanai,28,PMEA,50,2.685823911,2.685823911,2.685823911
Lanai,38,PMEA,100,2.685823911,2.685823911,2.685823911
Lanai,47,PMEA,20,2.685823911,2.685823911,2.685823911
Lanai,46,PMEA,90,2.685823911,2.685823911,2.685823911
